File '\\fhxnas02\pdcteams\combine\Power Module\PV&V\Lab\Windtunnel\Tier 4 Final\Mercury_13.6L-S750 & 9.0L\03 eDaq\Mercury 13.6L Application Approval\LPB FT4 Yinlun\Production Exhaust Tube (Two Piece) Wabco Application A-108308 and A-154687\Run 4 Bottom Debris Panel Production Exhaust Tube Wabco App BOOST 390Kw_29C_4_22_25.sie':
  File tag 'sie:xml_metadata': long tag of 272630 bytes.
  File tag 'sie:block_index': long tag of 1200 bytes.
  File tag 'core:version': '1.0'
  File tag 'somat:version': '1.0'
  File tag 'somat:log': long tag of 16649 bytes.
  File tag 'core:setup_name': long tag of 56 bytes.
  File tag 'somat:tce_setup': long tag of 153586 bytes.
  Test id 0:
    Test tag 'core:test_count': '1'
    Test tag 'core:description': 'None'
    Test tag 'somat:transducer_rezero': long tag of 2421 bytes.
    Test tag 'core:start_time': '1999-12-07T05:28:13+0000'
    Test tag 'core:elapsed_time': '313'
    Test tag 'core:stop_time': '1999-12-07T05:33:27+0000'
    Channel id 181, 'Flow@AirCmpLubFlo.RN_1':
      Channel tag 'somat:datamode_name': 'Flow'
      Channel tag 'somat:datamode_type': 'time_history'
      Channel tag 'somat:data_bits': '16'
      Channel tag 'somat:data_format': 'int'
      Channel tag 'tce:Class': ''
      Channel tag 'tce:NodeName': '192.168.100.100'
      Channel tag 'somat:input_channel': 'AirCmpLubFlo'
      Channel tag 'tce:Connector': 'HLSS_1.c11'
      Channel tag 'core:description': 'Air Compressor Lube Flow R-54732'
      Channel tag 'tce:Type_1': 'Displacement'
      Channel tag 'tce:ChanDataType': '784'
      Channel tag 'tce:CalDate': '04/16/25'
      Channel tag 'tce:PrerunZeroMode': 'Undefined'
      Channel tag 'tce:PrerunZeroValue': ''
      Channel tag 'tce:XdcrMode': '0'
      Channel tag 'tce:ExcitRange': '10'
      Channel tag 'tce:Filter': 'Linear Phase'
      Channel tag 'tce:BreakFreq': '33'
      Channel tag 'tce:SmartType': 'None'
      Channel tag 'tce:ObjectID': '0'
      Channel tag 'tce:TransducerID': '0'
      Channel tag 'tce:LongDescription': ''
      Channel tag 'tce:LongUnits': ''
      Channel tag 'core:sample_rate': '1'
      Channel tag 'core:schema': 'somat:sequential'
      Channel tag 'core:input_samples': '313'
      Channel tag 'core:output_samples': '313'
      Dimension index 0:
        Dimension tag 'core:label': 'Time'
        Dimension tag 'core:units': 'secs'
      Dimension index 1:
        Dimension tag 'core:label': 'AirCmpLubFlo'
        Dimension tag 'core:units': 'L/s'
        Dimension tag 'core:range_min': '0'
        Dimension tag 'core:range_max': '0.32329'
      Data block 0, 2 dimensions, 313 rows:
        Row 0: 0, 0.0276736606997474
        Row 1: 1, 0.0278043499906744
        Row 2: 2, 0.0278294825466218
        Row 3: 3, 0.0276636076773684
        Row 4: 4, 0.0287794931614371
        Row 5: 5, 0.0287392810719211
        Row 6: 6, 0.0287493340943001
        Row 7: 7, 0.0286839894488366
        Row 8: 8, 0.0286035652698046
        Row 9: 9, 0.0290559512768595
        Row 10: 10, 0.0286789629376471
        Row 11: 11, 0.0275932365207154
        Row 12: 12, 0.0275530244311994
        Row 13: 13, 0.0276636076773684
        Row 14: 14, 0.0278345090578113
        Row 15: 15, 0.0276133425654734
        Row 16: 16, 0.0274876797857359
        Row 17: 17, 0.027397202584325
        Row 18: 18, 0.0276987932556949
        Row 19: 19, 0.0276887402333159
        Row 20: 20, 0.0278395355690008
        Row 21: 21, 0.0275479979200099
        Row 22: 22, 0.0277691644123479
        Row 23: 23, 0.0277440318564004
        Row 24: 24, 0.0276636076773684
        Row 25: 25, 0.0278495885913798
        Row 26: 26, 0.0281009141508548
        Row 27: 27, 0.0276887402333159
        Row 28: 28, 0.0274575207185989
        Row 29: 29, 0.0276133425654734
        Row 30: 30, 0.0276183690766629
        Row 31: 31, 0.0276786872109369
        Row 32: 32, 0.0276736606997474
        Row 33: 33, 0.0279249862592223
        Row 34: 34, 0.0279953574158753
        Row 35: 35, 0.0278345090578113
        Row 36: 36, 0.0276133425654734
        Row 37: 37, 0.0278596416137588
        Row 38: 38, 0.0277842439459164
        Row 39: 39, 0.0277239258116424
        Row 40: 40, 0.0274876797857359
        Row 41: 41, 0.0277088462780739
        Row 42: 42, 0.0276535546549894
        Row 43: 43, 0.0277741909235374
        Row 44: 44, 0.0276585811661789
        Row 45: 45, 0.0275278918752519
        Row 46: 46, 0.0275932365207154
        Row 47: 47, 0.0276887402333159
        Row 48: 48, 0.0279802778823068
        Row 49: 49, 0.0275630774535784
        Row 50: 50, 0.027306725382914
        Row 51: 51, 0.0276636076773684
        Row 52: 52, 0.0277339788340214
        Row 53: 53, 0.0276636076773684
        Row 54: 54, 0.0277188993004529
        Row 55: 55, 0.0276837137221264
        Row 56: 56, 0.0277591113899689
        Row 57: 57, 0.0277691644123479
        Row 58: 58, 0.0274575207185989
        Row 59: 59, 0.0277138727892634
        Row 60: 60, 0.0277188993004529
        Row 61: 61, 0.0278797476585168
        Row 62: 62, 0.0278546151025693
        Row 63: 63, 0.0278847741697063
        Row 64: 64, 0.0275932365207154
        Row 65: 65, 0.0276032895430944
        Row 66: 66, 0.0277088462780739
        Row 67: 67, 0.0274726002521674
        Row 68: 68, 0.0277792174347269
        Row 69: 69, 0.0279099067256538
        Row 70: 70, 0.0277691644123479
        Row 71: 71, 0.0277088462780739
        Row 72: 72, 0.0280154634606333
        Row 73: 73, 0.0275982630319049
        Row 74: 74, 0.0276032895430944
        Row 75: 75, 0.0278495885913798
        Row 76: 76, 0.0276233955878524
        Row 77: 77, 0.0276133425654734
        Row 78: 78, 0.0275982630319049
        Row 79: 79, 0.0277188993004529
        Row 80: 80, 0.0276133425654734
        Row 81: 81, 0.0276686341885579
        Row 82: 82, 0.0275831834983364
        Row 83: 83, 0.0275429714088204
        Row 84: 84, 0.0275831834983364
        Row 85: 85, 0.0276183690766629
        Row 86: 86, 0.0275479979200099
        Row 87: 87, 0.0277188993004529
        Row 88: 88, 0.0274625472297884
        Row 89: 89, 0.0280958876396653
        Row 90: 90, 0.0276535546549894
        Row 91: 91, 0.0276183690766629
        Row 92: 92, 0.0277591113899689
        Row 93: 93, 0.0276987932556949
        Row 94: 94, 0.0276937667445054
        Row 95: 95, 0.0276284220990419
        Row 96: 96, 0.0276535546549894
        Row 97: 97, 0.0274675737409779
        Row 98: 98, 0.0278294825466218
        Row 99: 99, 0.0277842439459164
        Row 100: 100, 0.027377096539567
        Row 101: 101, 0.0281461527515603
        Row 102: 102, 0.0277390053452109
        Row 103: 103, 0.0280808081060968
        Row 104: 104, 0.0275278918752519
        Row 105: 105, 0.0277038197668844
        Row 106: 106, 0.0275882100095259
        Row 107: 107, 0.0276837137221264
        Row 108: 108, 0.0274424411850304
        Row 109: 109, 0.0275027593193044
        Row 110: 110, 0.0277440318564004
        Row 111: 111, 0.0277088462780739
        Row 112: 112, 0.0274022290955145
        Row 113: 113, 0.0276937667445054
        Row 114: 114, 0.0275781569871469
        Row 115: 115, 0.0277993234794849
        Row 116: 116, 0.0278797476585168
        Row 117: 117, 0.0275077858304939
        Row 118: 118, 0.0277591113899689
        Row 119: 119, 0.0275781569871469
        Row 120: 120, 0.0276284220990419
        Row 121: 121, 0.0276334486102314
        Row 122: 122, 0.0276535546549894
        Row 123: 123, 0.0276736606997474
        Row 124: 124, 0.0277641379011584
        Row 125: 125, 0.0276585811661789
        Row 126: 126, 0.0277440318564004
        Row 127: 127, 0.0276636076773684
        Row 128: 128, 0.0275530244311994
        Row 129: 129, 0.0277490583675899
        Row 130: 130, 0.0278093765018639
        Row 131: 131, 0.0275128123416834
        Row 132: 132, 0.0275932365207154
        Row 133: 133, 0.0277289523228319
